Altitude,Latitude,Longitude,ICSEV,SLD,ICPRB
24000,40.9153,-73.3629,2,-0.09,0.18
24000,40.8966,-73.2102,1,-0.09,0.1
24000,40.8779,-73.0575,1,-0.09,0.05
24000,40.859,-72.9049,1,-0.09,0.15
24000,40.8399,-72.7524,1,-0.09,0.19
24000,40.8207,-72.5999,1,-0.09,0.19
24000,40.8014,-72.4474,1,-0.09,0.19
24000,40.782,-72.295,1,-0.09,0.19
24000,40.7624,-72.1427,2,-0.09,0.18
24000,40.7427,-71.9905,1,-0.09,0.18
24000,41.3276,-75.9456,1,-0.09,0.17
24000,41.3112,-75.7918,1,-0.09,0.17
24000,41.2947,-75.6381,1,-0.09,0.16
24000,41.278,-75.4844,1,-0.09,0.16
24000,41.2612,-75.3307,1,-0.09,0.16
24000,41.2442,-75.1772,1,-0.09,0.16
24000,41.2272,-75.0236,1,-0.09,0.16
24000,41.21,-74.8701,1,-0.09,0.16
24000,41.1926,-74.7167,1,-0.09,0.16
24000,41.1752,-74.5633,1,-0.09,0.13
24000,41.1576,-74.41,1,-0.09,0.1
24000,41.1398,-74.2568,1,-0.09,0.12
24000,41.122,-74.1035,1,-0.09,0.15
24000,41.104,-73.9504,1,-0.09,0.15
24000,41.0859,-73.7973,1,-0.09,0.15
24000,41.0676,-73.6442,2,-0.09,0.15
24000,41.0492,-73.4912,2,-0.09,0.16
24000,41.0307,-73.3383,2,-0.09,0.16
24000,41.012,-73.1854,1,-0.09,0.11
24000,40.9932,-73.0326,1,-0.09,0.03
24000,40.9743,-72.8798,1,-0.09,0.09
24000,40.9553,-72.7271,2,-0.09,0.19
24000,40.9361,-72.5744,2,-0.09,0.19
24000,40.9168,-72.4218,1,-0.09,0.19
24000,40.8973,-72.2693,2,-0.09,0.19
24000,40.8777,-72.1168,2,-0.09,0.19
24000,41.4431,-75.9238,1,-0.09,0.16
24000,41.4267,-75.7698,1,-0.09,0.16
24000,41.4101,-75.6159,1,-0.09,0.16
24000,41.3934,-75.4621,1,-0.09,0.16
24000,41.3766,-75.3083,1,-0.09,0.16
24000,41.3597,-75.1545,1,-0.09,0.16
24000,41.3426,-75.0008,1,-0.09,0.16
24000,41.3254,-74.8472,1,-0.09,0.16
24000,41.308,-74.6936,1,-0.09,0.16
24000,41.2906,-74.54,1,-0.09,0.16
24000,41.273,-74.3865,1,-0.09,0.15
24000,41.2552,-74.2331,1,-0.09,0.15
24000,41.2373,-74.0797,1,-0.09,0.12
24000,41.2193,-73.9264,1,-0.09,0.15
24000,41.2012,-73.7731,1,-0.09,0.15
24000,41.1829,-73.6199,1,-0.09,0.15
24000,41.1645,-73.4667,2,-0.09,0.16
24000,41.146,-73.3136,2,-0.09,0.16
24000,41.1273,-73.1606,1,-0.09,0.15
24000,41.1085,-73.0076,1,-0.09,0.06
24000,41.0896,-72.8546,1,-0.09,0.05
24000,41.0705,-72.7017,1,-0.09,0.16
24000,41.0514,-72.5489,1,-0.09,0.18
24000,41.032,-72.3961,2,-0.09,0.18
24000,41.0126,-72.2434,2,-0.09,0.19
24000,40.993,-72.0908,2,-0.09,0.19
24000,41.5585,-75.9019,1,-0.09,0.14
24000,41.542,-75.7478,1,-0.09,0.14
24000,41.5255,-75.5937,1,-0.09,0.16
24000,41.5088,-75.4397,1,-0.09,0.16
24000,41.492,-75.2857,1,-0.09,0.16
24000,41.475,-75.1318,1,-0.09,0.16
24000,41.4579,-74.978,1,-0.09,0.16
24000,41.4407,-74.8241,1,-0.09,0.16
24000,41.4234,-74.6704,1,-0.09,0.16
24000,41.4059,-74.5167,1,-0.09,0.15
24000,41.3883,-74.363,1,-0.09,0.15
24000,41.3705,-74.2094,1,-0.09,0.15
24000,41.3526,-74.0558,1,-0.09,0.15
24000,41.3346,-73.9023,1,-0.09,0.15
24000,41.3165,-73.7489,1,-0.09,0.15
24000,41.2982,-73.5955,1,-0.09,0.15
24000,41.2798,-73.4422,2,-0.09,0.16
24000,41.2612,-73.2889,2,-0.09,0.16
24000,41.2426,-73.1357,2,-0.09,0.16
24000,41.2238,-72.9825,1,-0.09,0.11
24000,41.2048,-72.8294,1,-0.09,0.07
24000,41.1857,-72.6763,1,-0.09,0.13
24000,41.1665,-72.5233,1,-0.09,0.15
24000,41.1472,-72.3704,1,-0.09,0.15
24000,41.1277,-72.2175,2,-0.09,0.18
24000,41.1081,-72.0647,2,-0.09,0.18
24000,41.6901,-76.0344,1,-0.09,0.11
24000,41.6738,-75.8801,1,-0.09,0.13
24000,41.6573,-75.7258,1,-0.09,0.13
24000,41.6408,-75.5715,1,-0.09,0.13
24000,41.6241,-75.4173,1,-0.09,0.13
24000,41.6072,-75.2632,1,-0.09,0.15
24000,41.5903,-75.1091,1,-0.09,0.16
24000,41.5732,-74.955,1,-0.09,0.16
24000,41.556,-74.8011,1,-0.09,0.16
24000,41.5386,-74.6471,1,-0.09,0.16
24000,41.5211,-74.4932,1,-0.09,0.15
24000,41.5035,-74.3394,1,-0.09,0.15
24000,41.4857,-74.1856,1,-0.09,0.15
24000,41.4678,-74.0319,1,-0.09,0.15
24000,41.4498,-73.8782,1,-0.09,0.15
24000,41.4317,-73.7246,1,-0.09,0.15
24000,41.4134,-73.5711,1,-0.09,0.15
24000,41.395,-73.4175,1,-0.09,0.15
24000,41.3764,-73.2641,2,-0.09,0.15
24000,41.3577,-73.1107,2,-0.09,0.15
24000,41.3389,-72.9574,1,-0.09,0.15
24000,41.32,-72.8041,1,-0.09,0.12
24000,41.3009,-72.6509,1,-0.09,0.15
24000,41.2817,-72.4977,1,-0.09,0.15
24000,41.2623,-72.3446,1,-0.09,0.15
24000,41.2428,-72.1916,1,-0.09,0.15
24000,41.2232,-72.0386,1,-0.09,0.16
24000,41.7393,-75.3949,1,-0.09,0.13
24000,41.7224,-75.2406,1,-0.09,0.13
24000,41.7055,-75.0863,1,-0.09,0.13
24000,41.6884,-74.9321,1,-0.09,0.14
24000,41.6711,-74.7779,1,-0.09,0.15
24000,41.6538,-74.6238,1,-0.09,0.15
24000,41.6363,-74.4698,1,-0.09,0.15
24000,41.6186,-74.3158,1,-0.09,0.15
24000,41.6009,-74.1618,1,-0.09,0.15
24000,41.583,-74.0079,1,-0.09,0.15
24000,41.5649,-73.8541,1,-0.09,0.15
24000,41.5468,-73.7003,1,-0.09,0.15
24000,41.5285,-73.5466,1,-0.09,0.15
24000,41.51,-73.3929,1,-0.09,0.15
24000,41.4915,-73.2393,1,-0.09,0.15
24000,41.4728,-73.0857,2,-0.09,0.15
24000,41.454,-72.9322,1,-0.09,0.15
24000,41.435,-72.7787,1,-0.09,0.15
24000,41.4159,-72.6254,1,-0.09,0.15
24000,41.3967,-72.472,1,-0.09,0.15
24000,41.3773,-72.3188,1,-0.09,0.16
24000,41.3579,-72.1655,1,-0.09,0.15
24000,41.3382,-72.0124,1,-0.09,0.15
24000,41.7337,-74.292,1,-0.09,0.15
24000,41.7159,-74.1379,1,-0.09,0.15
24000,41.698,-73.9839,1,-0.09,0.15
24000,41.68,-73.8299,1,-0.09,0.15
24000,41.6618,-73.6759,1,-0.09,0.15
24000,41.6435,-73.522,1,-0.09,0.15
24000,41.6251,-73.3682,1,-0.09,0.15
24000,41.6065,-73.2144,1,-0.09,0.16
24000,41.5878,-73.0606,1,-0.09,0.16
24000,41.569,-72.907,1,-0.09,0.16
24000,41.55,-72.7533,1,-0.09,0.16
24000,41.5309,-72.5998,1,-0.09,0.15
24000,41.5117,-72.4463,1,-0.09,0.15
24000,41.4923,-72.2928,1,-0.09,0.15
24000,41.4728,-72.1395,1,-0.09,0.15
24000,41.4532,-71.9861,1,-0.09,0.15
24000,41.74,-73.3434,1,-0.09,0.15
24000,41.7214,-73.1894,1,-0.09,0.15
24000,41.7027,-73.0355,1,-0.09,0.12
24000,41.6839,-72.8817,1,-0.09,0.15
24000,41.6649,-72.7279,1,-0.09,0.15
24000,41.6458,-72.5742,1,-0.09,0.15
24000,41.6265,-72.4205,1,-0.09,0.15
24000,41.6072,-72.2669,1,-0.09,0.15
24000,41.5877,-72.1133,1,-0.09,0.15
24000,41.7414,-72.3946,1,-0.09,0.15
24000,41.722,-72.2408,1,-0.09,0.15
24000,41.7025,-72.0871,1,-0.09,0.16
